Sentence,Score,Sentiment
The quarter-over-quarter increase in revenues from educational programs was primarily attribute to the offline operation  resuming in Beijing and Shijiazhuang by the end of September        following the reopening of other self-owned learning centers in Shanghai  Guangzhou  Shenzhen  and Wuxi since June       as the COVID-   situation was alleviating. The year-over-year decrease in revenues from educational programs was primarily due to the decline of students in class  as a result of the business impact from COVID-  .,-0.008970780647359788,NEUTRAL
Franchise revenues increased by   .   quarter-over-quarter and   .   year-over-year to RMB   .  million. The quarter-over-quarter increase in franchise revenues was mainly due to growth in recurring franchise revenues as a result of the gradual reopening of franchised learning centers.,0.002934232004918158,NEUTRAL
The year-over-year increase in franchise revenues was primarily due to a growth in initial franchise fees associated with an increase in the total number of franchised learning centers from     as of December          to     as of December         .,0.0015873955271672457,NEUTRAL
Other revenues decreased by   .   quarter-over-quarter and decreased by   .   year-over-year to RMB .  million.,-0.030255116522312164,NEUTRAL
Cost of revenues for the fourth quarter of      decreased by  .   to RMB   .  million from RMB   .  million for the preceding quarter and decreased by   .   from RMB   .  million for the same period of the prior year.,-0.08438351098448038,NEUTRAL
The quarter-over-quarter decrease was primarily due to decrease in rental costs and the lower cost of learning materials. The year-over-year decrease was primarily due to the decline in teachers  compensations as a result of the reduced teaching hours and social insurance exemption  as well as rental concession.,-0.04006326664239168,NEUTRAL
Non-GAAP cost of revenues for the fourth quarter of      decreased by  .   quarter-over-quarter and by   .   year-over-year to RMB   .  million. Gross profit for the quarter was RMB   .  million  an increase of   .   quarter-over-quarter and decreased by   .    year-over-year.,-0.009779115207493305,NEUTRAL
Slide     selling and marketing expenses decreased by    quarter-over-quarter and by   .   year-over-year to RMB  .  million for the fourth quarter of     . The quarter-over-quarter and year-over-year decrease was primarily associated with company s disciplined investments in online and offline marketing activities.,-0.006231581326574087,NEUTRAL
Non-GAAP selling and marketing expenses for the fourth quarter of      decreased by  .   quarter-over-quarter and by   .   year-over-year to RMB  .  million.,-0.025472898967564106,NEUTRAL
General and administrative expenses increased by   .   quarter-over-quarter and by  .   year-over-year to RMB   million for the fourth quarter of     . The quarter-over-quarter increase was primarily due to the increased share-based compensation expenses as a result of the modification and new grant of share-based awards in August and September     . The year-over-year increase was primarily due to the increase in personnel costs related to our online courses business.,-0.0035877369809895754,NEUTRAL
Non-GAAP general and administrative expenses for the fourth quarter of      increased by   .   quarter-over-quarter and increased by  .   year-over-year to RMB  .  million.,-0.00033282535150647163,NEUTRAL
Operating income for the fourth quarter of      was RMB  .  million  an increase of RMB   million from RMB  .  million for the preceding quarter compared with operating income of RMB  .  million for the same period of the prior year.,0.0005027752522437368,NEUTRAL
Non-GAAP operating income for the fourth quarter of      was RMB  .  million  compared with RMB  .  million for the preceding quarter and RMB  .  million for the same period of the prior year. Adjusted EBITDA income was RMB  .  million  compared with RMB  .  million for the preceding quarter  and RMB   million for the same period of the prior year.,3.913404361810535e-05,NEUTRAL
